run,group_size,groups,n_columns,auc
958,7,"('hours.per.week', 'education', 'occupation', 'relationship', 'race', 'sex', 'native.country')",87,0.8841758946399108
959,7,"('hours.per.week', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",78,0.8711735840352051
960,7,"('workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",60,0.8804874568810941
961,7,"('workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",100,0.8795598157019313
962,7,"('workclass', 'education', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",97,0.8812680053820099
963,7,"('workclass', 'education', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",96,0.8790567713535462
964,7,"('workclass', 'education', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",87,0.8717812728435044
965,7,"('workclass', 'education', 'occupation', 'relationship', 'race', 'sex', 'native.country')",95,0.8791490052270065
966,7,"('workclass', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",86,0.8648910470889178
967,7,"('education', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",93,0.8782090681088399
968,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race')",60,0.8944277269354552
969,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'sex')",57,0.8946904702288088
970,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'native.country')",97,0.8939661849639411
971,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'race', 'sex')",56,0.8949751971706844
972,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'race', 'native.country')",96,0.8924666249808538
973,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'sex', 'native.country')",93,0.8938190349619691
974,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'race', 'sex')",47,0.8864521337724789
975,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'race', 'native.country')",87,0.8865329315628099
976,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'sex', 'native.country')",84,0.8853887500126112
977,8,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'race', 'sex', 'native.country')",83,0.8872408795660639
978,8,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'race', 'sex')",55,0.8938949029119535
979,8,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'race', 'native.country')",95,0.8937823764398573
980,8,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'sex', 'native.country')",92,0.894626525613616
981,8,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'race', 'sex', 'native.country')",91,0.8478436305086954
982,8,"('age', 'hours.per.week', 'workclass', 'education', 'relationship', 'race', 'sex', 'native.country')",82,0.8865660073521117
983,8,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",46,0.8847903476477552
984,8,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",86,0.8823018674235233
985,8,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",83,0.8839955828630495
986,8,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",82,0.8837864945762586
987,8,"('age', 'hours.per.week', 'workclass', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",73,0.8560052391591665
988,8,"('age', 'hours.per.week', 'workclass', 'occupation', 'relationship', 'race', 'sex', 'native.country')",81,0.8845881955316844
989,8,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",53,0.8928107679636503
990,8,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",93,0.8913728596467576
991,8,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",90,0.8932855230537677
992,8,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",89,0.8917157988313297
993,8,"('age', 'hours.per.week', 'education', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",80,0.882825433665444
994,8,"('age', 'hours.per.week', 'education', 'occupation', 'relationship', 'race', 'sex', 'native.country')",88,0.8935851255022704
995,8,"('age', 'hours.per.week', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",79,0.8806299349994818
996,8,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",61,0.8879525822733029
997,8,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",101,0.8869170865056284
998,8,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",98,0.8886117764484789
999,8,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",97,0.8876921605908104
1000,8,"('age', 'workclass', 'education', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",88,0.8803921561883484
1001,8,"('age', 'workclass', 'education', 'occupation', 'relationship', 'race', 'sex', 'native.country')",96,0.887229414821072
1002,8,"('age', 'workclass', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",87,0.8761999575345846
1003,8,"('age', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",94,0.8860109990470504
1004,8,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",61,0.8882632482007229
1005,8,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",101,0.8871599957901457
1006,8,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",98,0.88843507606629
1007,8,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",97,0.8872599683664757
1008,8,"('hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",88,0.8788763449292349
1009,8,"('hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'race', 'sex', 'native.country')",96,0.8870734083035937
1010,8,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",87,0.8752774754906683
1011,8,"('hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",94,0.8850129929954995
1012,8,"('workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",102,0.8809725589035668
1013,9,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",62,0.8948641897772996
1014,9,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",102,0.8938675881570101
1015,9,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",99,0.8944619491992564
1016,9,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",98,0.8956753204854815
1017,9,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",89,0.8867914902242413
1018,9,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'race', 'sex', 'native.country')",97,0.8947539562542018
1019,9,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",88,0.8839096545993347
1020,9,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",95,0.8930044361684272
1021,9,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",103,0.8893239664073801
1022,9,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",103,0.8883038907217196
1023,10,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",104,0.8954153860546511
